#{"t_start": 1767956272.8360093, "env_id": "highway-v0"}
r,l,t
11.144739,13,5.973488
7.155378,8,9.634894
1.708855,3,11.030955
1.113797,2,11.939452
27.580687,29,25.35808
27.132484,35,41.520758
27.600501,30,55.352998
12.808583,14,61.723919
4.379741,6,64.429379
3.116672,4,66.23188
29.489564,40,84.50387
6.103157,8,88.170244
11.868695,14,94.542424
5.516741,7,97.818414
4.915638,6,100.630094
3.952737,5,102.940679
8.58247,10,107.462728
28.497458,40,125.691872
34.645485,40,144.160423
7.975164,9,148.311751
29.402114,40,166.691481
4.350027,6,169.462442
4.928147,6,172.263094
4.076725,5,174.555386
10.227759,12,180.076634
7.487996,10,184.660708
8.644183,11,189.637561
30.65789,40,207.970264
6.811109,8,211.62457
14.401528,19,220.406551
27.587953,40,238.714016
29.587659,40,257.001681
17.41378,20,266.172538
9.681921,13,272.113896
4.041507,5,274.446382
7.781113,9,278.650538
30.129828,40,296.93166
31.802218,40,315.212623
6.093905,8,318.887075
19.773712,25,330.421723
6.247935,8,334.074111
15.317169,19,342.807384
24.029881,28,355.579547
29.587759,40,373.908425
17.135152,22,384.079573
5.050039,7,387.416801
27.56651,40,405.889104
29.389872,40,425.663994
2.0,3,427.004983
15.345498,19,435.472075
16.037931,19,444.004134
28.63692,40,461.898343
22.682688,40,479.680053
3.084482,4,481.46282
29.95838,40,499.370967
27.205719,40,517.237214
21.86146,26,528.821371
5.053304,7,531.958886
23.215828,25,543.180032
27.877491,35,558.774463
16.190179,19,567.281876
11.368005,14,573.517993
8.012432,9,577.555543
5.612806,7,580.726124
6.085944,8,584.2761
7.149559,10,588.874318
29.647027,40,606.652805
10.465147,13,612.469078
27.303058,40,630.313627
30.57721,40,648.11809
9.984315,12,653.480649
2.946348,4,655.288583
27.79011,40,673.209849
28.525875,40,690.900494
9.904017,11,695.8066
5.187492,8,699.399611
1.909406,3,700.715943
30.861505,40,718.508267
25.980919,40,736.200929
8.629141,10,740.668111
26.640901,34,755.883868
27.923242,40,773.641754
1.804685,3,774.976427
29.586834,40,792.699492
6.442002,8,796.294016
2.633951,4,798.06543
27.274228,40,815.839065
31.919056,40,833.774879
4.88846,6,836.507998
9.882669,12,841.860316
3.856419,5,844.107089
28.95279,40,861.836426
29.020104,40,879.622736
10.570638,12,884.985693
4.836069,6,887.673672
12.727414,16,894.811033
27.140628,34,909.932509
13.151464,16,916.982507
14.827654,20,925.905932
1.746959,3,931.268452
8.981181,12,936.660807
27.15917,40,954.471915
35.819101,40,972.306454
29.605849,40,990.056595
10.7073,13,995.812374
30.247405,40,1013.541297
28.484555,40,1031.395103
31.593787,40,1049.234529
27.814568,40,1067.041047
30.924937,40,1084.884745
8.255981,10,1089.325007
29.905491,40,1107.100396
9.096143,10,1111.583653
28.785981,40,1129.449021
28.844444,40,1147.289615
33.861953,40,1165.076722
30.874356,40,1182.825063
10.669166,13,1188.600146
24.216273,32,1202.870559
32.472359,40,1220.712188
29.679268,40,1238.489121
30.351507,40,1256.312632
25.467007,33,1270.973005
28.561339,40,1288.811841
4.533689,6,1291.496047
4.924863,6,1294.185737
27.690843,40,1312.008846
15.352895,17,1319.579418
