#{"t_start": 1767956272.8360415, "env_id": "highway-v0"}
r,l,t
10.919238,12,5.501963
19.956613,26,17.453297
26.562403,33,32.807103
29.621705,40,51.200961
28.510341,40,69.425318
12.14002,16,76.740076
27.123872,40,94.991924
30.193824,40,113.367577
29.495433,40,131.737725
1.02615,2,132.666832
12.673431,15,139.579347
29.219247,40,157.878967
7.684815,10,162.522134
4.495634,6,165.29772
20.781828,26,177.303622
2.001062,3,178.679821
28.239233,40,196.976072
5.187055,7,200.189693
28.467219,40,218.495973
1.931513,3,219.920932
1.226042,2,220.87594
5.455197,7,224.115495
29.601865,37,241.061646
29.998642,40,259.297059
33.421635,37,276.309189
14.264726,18,284.562733
5.483046,8,288.207602
10.063497,13,294.154088
28.113556,40,312.460318
12.348502,16,319.806638
26.751567,40,338.258176
31.098281,40,356.49121
17.62347,40,374.828098
33.508043,40,393.547263
14.937685,18,401.804148
8.126573,10,406.384714
5.751811,7,410.083313
12.015445,15,417.843611
30.808946,40,435.922952
5.911111,7,439.045487
27.840586,40,456.986439
27.930737,40,474.76762
31.676015,40,492.575663
23.66994,28,505.218174
5.730667,7,508.356975
25.098988,30,521.701957
28.54349,40,539.534549
18.801994,25,550.747358
3.017477,4,552.517502
27.597086,40,570.396608
9.000947,11,575.301852
2.8,4,577.101871
4.518109,6,579.805642
10.224222,12,585.19071
3.974747,5,587.519589
6.662937,8,591.090016
7.480314,9,595.124993
32.375623,40,612.928678
29.34356,40,630.777111
30.566421,40,648.590302
30.712678,40,666.437085
30.376238,40,684.288493
27.64969,40,702.059979
3.297429,4,703.859367
30.564906,40,721.628033
4.397485,6,724.289428
29.035721,40,742.012761
16.078064,19,750.540497
19.082966,23,760.784998
32.354357,40,778.497398
2.602251,4,780.294289
16.795646,18,788.253705
1.933333,3,789.621236
8.201028,10,794.058038
15.025235,20,802.962749
21.499148,23,813.181207
5.037253,7,816.291693
3.244444,4,818.098213
8.782084,11,823.024049
29.783373,39,840.517614
9.688014,12,845.886793
16.677705,23,856.09089
24.048605,28,868.504394
12.320055,15,875.192722
14.348829,16,882.297208
21.301233,29,895.267301
6.039408,8,898.79965
31.272371,40,916.527274
7.522587,9,920.51064
29.479584,40,942.459315
30.475206,40,960.224718
28.190341,40,978.053856
28.413561,40,995.816853
28.034274,40,1013.53018
29.178565,40,1031.384585
7.866667,9,1035.40363
1.899659,3,1036.746151
10.507907,14,1043.003428
14.544774,19,1051.515008
31.590371,40,1069.304591
5.092962,7,1072.430103
29.614821,40,1090.233338
27.457423,40,1108.006811
28.453896,40,1125.878112
27.320116,40,1143.736445
4.782484,6,1146.398083
31.707354,40,1164.177112
17.107454,19,1172.609512
27.555556,40,1190.37869
10.790219,14,1196.566602
30.022224,40,1214.428654
7.612329,9,1218.485296
10.238282,12,1223.811332
28.641661,40,1241.584032
23.218371,29,1254.512507
19.816572,26,1266.043083
27.821447,40,1283.898269
29.211416,40,1301.719743
26.817318,33,1316.480208
33.949023,40,1334.253622
11.346249,14,1340.487136
2.322113,3,1341.835103
31.209137,40,1359.526068
27.885031,40,1377.33286
28.647271,40,1395.04703
30.249114,40,1412.760261
31.946294,40,1430.535898
29.975994,40,1448.29442
28.4933,40,1466.086363
12.533292,14,1472.319573
29.958009,40,1490.099986
29.587493,40,1507.918935
30.959569,40,1525.673029
3.745232,5,1527.930573
28.590692,40,1545.739351
19.051364,26,1557.269736
30.320404,40,1575.002439
14.18606,18,1583.012079
28.035988,40,1600.777371
28.714988,40,1618.462808
20.042973,25,1629.535191
26.808909,40,1647.319831
14.708615,18,1655.320998
13.177479,18,1663.368996
8.4,10,1667.796314
8.717179,12,1673.173873
12.124213,15,1679.942148
28.612666,40,1697.78882
31.344372,40,1715.542119
16.095593,20,1724.45028
1.865981,3,1725.769966
8.802113,10,1730.245629
28.046342,40,1748.013453
28.958532,40,1765.863451
10.743728,14,1772.098576
29.479914,40,1789.86941
9.386947,11,1794.769158
27.192668,40,1812.582845
2.83738,4,1814.374105
10.990267,13,1820.128551
30.988993,40,1837.873922
5.593872,7,1840.989028
31.922011,40,1862.73966
27.963971,40,1880.583801
29.983404,40,1898.385281
27.142543,40,1916.280115
28.252793,40,1933.998368
5.220288,7,1937.102498
27.899134,40,1954.761456
28.503019,37,1971.174076
29.7749,40,1988.897077
28.449779,40,2006.749647
31.114403,40,2024.508939
28.473844,40,2042.208927
27.800603,40,2060.06349
32.2023,40,2078.004187
30.248909,40,2095.851298
32.569436,40,2113.721629
28.965443,40,2131.496312
27.335524,40,2149.255761
29.579978,40,2167.084638
32.480057,40,2184.864417
30.488675,40,2202.595555
9.957394,14,2208.780623
33.829764,40,2226.479171
29.015388,40,2244.299134
26.899712,40,2262.051229
27.834618,40,2279.93997
30.726781,40,2297.808131
29.370076,40,2315.58155
29.343841,40,2333.373267
30.850202,40,2351.167636
27.224943,40,2368.930023
28.478348,40,2386.747472
30.988336,40,2404.538476
28.559228,40,2422.415979
15.20142,19,2430.848597
27.358605,40,2448.586648
3.007423,4,2450.356273
15.805991,18,2458.342786
5.917094,8,2461.896694
31.832109,40,2479.738178
29.501375,40,2497.506764
7.177912,9,2501.521408
27.981269,40,2519.271562
32.895021,40,2536.958771
34.765591,40,2554.656346
27.953265,40,2572.491121
29.425156,40,2590.317774
32.936036,40,2608.15467
27.777862,40,2625.995862
27.555556,40,2643.858496
27.66567,40,2661.836554
31.895763,40,2679.617549
28.589665,40,2697.406132
30.209251,40,2715.185873
30.992163,40,2732.993762
27.615729,40,2750.748574
28.204908,40,2772.582023
24.123886,29,2785.42867
31.132074,40,2803.228858
30.564503,40,2820.955178
31.059877,40,2838.885511
4.899309,6,2841.55332
28.098589,40,2859.317718
32.935139,40,2877.055229
7.173074,9,2881.080503
28.732119,40,2898.777289
27.380708,40,2916.609884
30.683988,40,2934.367424
27.954516,40,2952.165364
33.0499,40,2969.935046
26.799128,40,2987.585767
27.765304,40,3005.357737
5.65658,7,3008.48
27.967976,40,3026.377978
30.488448,40,3044.210564
4.191192,6,3046.892237
31.688428,40,3064.660176
29.555254,40,3082.384522
28.916896,40,3100.31161
30.705147,40,3118.119612
29.028567,38,3135.03944
29.087152,40,3152.931117
31.670848,40,3170.625496
33.462049,40,3188.349081
31.092417,40,3206.180607
32.198261,40,3223.834969
32.101179,40,3241.564314
31.1834,40,3259.393892
29.334717,40,3277.164603
29.050232,40,3294.903013
29.663216,40,3312.676018
31.076808,40,3330.47157
31.636818,40,3348.343415
28.356345,40,3366.141858
29.378052,40,3383.977512
32.955907,40,3401.84942
28.874363,40,3419.542653
15.162743,21,3428.777895
29.031733,40,3446.5389
31.488473,40,3464.271623
30.063103,40,3482.063295
30.534109,40,3499.714546
31.208918,40,3517.416484
11.296932,14,3523.682529
31.043136,40,3541.607971
23.30808,31,3555.491372
27.337811,40,3573.163102
28.788887,40,3590.839172
31.847748,40,3608.725698
32.239702,40,3626.456768
27.207259,40,3644.302366
29.211381,40,3662.134501
31.738017,40,3683.999728
28.810201,40,3701.867676
28.902959,40,3719.742596
19.517971,27,3731.677147
1.058842,2,3732.582025
30.379721,40,3750.386565
28.691685,40,3768.060162
6.902904,9,3772.066834
29.829521,40,3789.707489
30.713405,40,3807.589155
33.225816,40,3825.446408
7.641682,11,3830.360333
28.866399,40,3848.024734
28.618871,40,3865.724541
29.163941,40,3883.474633
26.856164,40,3901.169601
28.380852,40,3918.983747
5.957951,7,3922.084881
30.067332,40,3939.796826
30.203123,40,3957.598119
27.927992,40,3975.283705
28.736116,40,3993.064136
30.627987,40,4010.768363
29.923339,40,4028.409287
7.071286,9,4032.440283
30.761503,40,4050.233363
28.995639,40,4068.085883
31.230433,40,4085.951072
31.751864,40,4103.717375
32.663597,40,4121.449686
28.148291,40,4139.156219
29.054291,40,4156.789026
30.567478,40,4174.539932
31.306397,40,4192.237599
31.275678,40,4209.906323
28.887214,40,4227.758911
28.008258,40,4245.619049
28.906503,40,4263.396246
32.475811,40,4281.315368
29.672136,40,4299.042552
30.670741,40,4316.831869
23.50743,30,4330.159085
29.852153,40,4347.800209
30.71172,40,4365.514236
30.307612,40,4383.471174
28.806432,40,4401.254159
30.388083,40,4419.092391
29.822181,40,4436.837256
32.976354,40,4454.668635
29.476264,40,4472.366785
30.221246,40,4490.083765
30.211441,40,4507.909065
30.770398,40,4525.702187
31.726416,40,4543.517358
4.047336,6,4546.199272
33.811831,40,4564.060208
28.586845,36,4579.94452
30.500114,40,4601.66746
31.301984,40,4619.409661
30.74852,40,4637.175786
30.534844,40,4654.885411
31.940772,40,4672.65269
29.253787,40,4690.362906
29.869711,40,4708.23208
29.949626,40,4725.994908
30.669754,40,4743.723033
29.095884,40,4761.408759
28.653744,40,4779.167969
30.39884,40,4796.831383
29.949886,40,4814.583405
30.329593,40,4832.27865
6.184663,8,4835.81987
29.535258,40,4853.481557
32.481997,40,4871.107142
29.793054,40,4888.917511
28.843616,40,4906.813129
2.622173,4,4908.623327
32.82801,40,4926.453534
28.942416,40,4944.199944
29.139905,40,4961.981804
32.358492,40,4979.84954
31.429536,40,4997.657193
30.272677,40,5015.551065
31.053787,40,5033.353799
30.510331,40,5051.120332
30.12385,40,5068.880272
30.292132,40,5086.58789
29.187798,40,5104.271427
32.205575,40,5122.158166
27.906286,40,5139.816957
30.410184,40,5157.574047
1.958903,3,5158.916885
28.74596,40,5176.667731
26.902494,40,5194.449111
29.006091,40,5212.234431
29.593516,40,5229.888557
30.844651,40,5247.640364
29.846191,40,5265.418141
30.783862,40,5283.195712
29.60427,40,5300.913225
30.280524,40,5318.671991
30.80981,40,5336.40942
11.577232,13,5342.204201
28.251587,40,5359.979359
27.937239,40,5377.763173
31.941631,40,5395.531733
30.297255,40,5413.329723
29.611192,40,5431.16598
30.570623,40,5448.872171
29.204036,40,5466.704859
19.27738,27,5478.909315
30.760704,40,5496.626205
30.49212,40,5518.32324
27.935772,40,5536.055491
31.020421,40,5553.764558
29.251626,40,5571.564823
29.349691,40,5589.342981
29.978017,40,5607.134993
31.087516,40,5624.839978
27.286062,40,5642.755414
29.828831,40,5660.561033
32.174633,40,5678.358735
28.698258,40,5696.265034
29.440854,40,5714.094088
29.176931,40,5731.861723
31.226283,40,5749.663445
2.386375,4,5751.433339
28.958079,40,5769.292045
28.990102,40,5787.222334
29.660217,40,5805.154729
29.222954,40,5822.940862
30.056294,40,5840.68482
6.731335,10,5845.128755
29.956355,40,5862.993632
28.452644,40,5880.79514
19.061032,27,5892.756075
29.174424,40,5910.557225
31.452055,40,5928.199586
31.646209,40,5945.928061
30.34296,40,5963.699996
30.193125,40,5981.349338
28.860287,40,5999.101017
28.066251,40,6016.798948
30.556383,40,6034.486285
30.134232,40,6052.252369
29.511124,40,6070.14404
28.612724,40,6087.989783
29.419806,40,6105.781301
30.594524,40,6123.537542
31.436949,40,6141.37569
30.158138,40,6159.125959
31.813711,40,6176.927209
28.659975,40,6194.718555
29.663261,40,6212.443289
30.999836,40,6230.165039
28.510307,40,6247.930676
29.723892,40,6265.680043
28.515637,40,6283.358841
27.573286,40,6301.078236
29.383464,40,6318.905592
30.261202,40,6336.700244
29.836875,40,6354.392014
2.619614,4,6356.204564
30.628618,40,6373.855561
29.399351,40,6391.677428
29.263293,40,6409.498406
30.539606,40,6431.335584
29.485935,40,6449.073314
30.60711,40,6466.79334
29.002065,40,6484.53293
31.836558,40,6502.275463
31.210975,40,6520.071151
32.609513,40,6537.817161
29.530523,40,6556.05151
29.779038,40,6574.372869
30.728678,40,6592.650587
32.20897,40,6610.857172
30.601606,40,6629.205398
29.950234,40,6647.545675
29.215653,40,6665.928081
28.898953,40,6684.271845
19.432275,27,6696.570141
28.682387,40,6714.938895
30.825971,40,6733.248499
29.005237,40,6751.495334
30.448587,40,6769.848957
32.377736,40,6788.139882
30.044735,40,6806.343739
31.023844,40,6824.669985
31.034761,40,6843.005467
29.860528,40,6861.308497
29.926087,40,6879.522116
29.965533,40,6897.69927
30.780075,40,6916.04837
28.985989,40,6934.342852
13.183916,19,6943.160272
29.62718,40,6961.448762
28.910458,40,6979.741067
32.074248,40,6998.043696
30.48072,40,7016.309561
29.983171,40,7034.475719
30.185608,40,7052.747328
30.159807,40,7070.983177
28.292512,40,7089.327389
30.488205,40,7107.63219
29.791007,40,7125.958252
31.793619,40,7144.215694
30.57355,40,7162.439065
30.678287,40,7180.622312
28.787036,40,7198.946555
32.165465,40,7217.334611
29.609009,40,7235.676599
27.517756,40,7253.933145
28.749369,40,7272.24247
29.065089,40,7290.543927
30.169509,40,7308.940737
30.459819,40,7327.329886
30.073129,40,7345.78072
30.540271,40,7368.2374
28.470311,40,7386.642893
28.98572,40,7404.761232
32.049515,40,7423.119839
29.072296,40,7441.450426
29.340696,40,7459.812209
28.94931,40,7478.076563
30.942185,40,7496.278483
28.171302,37,7513.056744
29.895704,40,7531.298604
30.468608,40,7549.660143
1.865043,3,7551.067027
29.5132,40,7569.366688
30.629921,40,7587.765377
32.151133,40,7606.133078
29.863507,40,7624.471348
30.046214,40,7642.831347
28.998371,40,7661.146479
30.101908,40,7679.548469
28.771254,40,7697.570029
28.814771,40,7715.824794
30.178396,40,7734.088408
31.137277,40,7752.287719
28.816132,40,7770.610612
31.69309,40,7788.906605
31.511207,40,7807.19826
29.415194,40,7825.529841
29.475124,40,7843.7979
29.839758,40,7862.183818
28.27435,40,7880.486006
17.842432,25,7891.814038
29.653215,40,7910.129434
29.435007,40,7928.415907
30.76842,40,7946.701957
30.427482,40,7964.931673
30.389173,40,7983.326466
29.100918,39,8001.071132
29.820533,40,8019.308378
0.933333,2,8020.230249
31.8871,40,8038.485005
28.320791,40,8056.801408
31.775881,40,8075.024957
30.377611,40,8093.304022
31.549637,40,8111.602275
29.109725,40,8129.928366
30.338986,40,8148.288973
29.727859,40,8166.691529
31.826675,40,8185.009416
29.612418,40,8203.321174
28.757022,40,8221.657122
30.65718,40,8240.075606
31.220978,40,8258.414165
31.280891,40,8276.906882
30.007051,40,8299.277092
29.121423,40,8317.778095
31.236663,40,8336.046907
28.558319,40,8354.313623
30.616571,40,8372.619555
29.059886,40,8390.949217
31.903881,40,8409.308951
1.933333,3,8410.678452
31.125294,40,8429.005447
29.101521,40,8447.217644
29.082719,40,8465.556763
31.665173,40,8483.937327
28.451563,40,8502.230008
28.433099,40,8520.429887
28.909622,40,8538.746609
29.458077,40,8557.063494
30.244263,40,8575.483146
30.831874,40,8593.963794
31.147342,40,8612.316682
29.885012,40,8630.647034
32.519028,40,8648.947837
31.642529,40,8667.337746
29.860008,40,8685.672069
1.818184,3,8687.056849
29.923715,40,8705.359502
31.040685,40,8723.692565
29.107446,40,8742.114137
29.178796,40,8760.465049
30.358505,40,8778.853991
28.655774,40,8797.235815
29.801325,40,8815.57612
32.366892,40,8833.979589
28.84761,40,8852.410568
29.936203,40,8870.786175
30.182497,40,8889.271583
30.762619,40,8907.725764
31.201115,40,8925.866012
31.345705,40,8944.113205
28.917727,40,8962.344962
30.621414,40,8980.642887
30.123601,40,8998.976671
30.030446,40,9017.292503
30.204025,40,9035.619188
30.118377,40,9053.752157
14.336349,20,9062.970883
30.867596,40,9081.39443
30.444724,40,9099.603879
30.137331,40,9117.914622
30.471306,40,9136.312922
31.650868,40,9154.597745
29.088482,40,9172.725643
32.312041,40,9191.142782
30.353862,40,9209.525411
29.345943,40,9227.782246
29.241991,40,9250.254292
28.871903,40,9268.552773
28.502836,40,9286.715226
30.609846,40,9304.986921
29.034962,40,9323.284377
28.451021,40,9341.525931
1.922679,3,9342.905483
30.839811,40,9361.085474
29.956181,40,9379.478438
1.152587,2,9380.410985
30.523908,40,9398.728471
28.886165,40,9416.956206
28.356183,40,9435.197423
