#{"t_start": 1767579537.9518309, "env_id": "highway-v0"}
r,l,t
31.424408,40,20.171718
12.985972,15,27.26847
16.176602,20,36.643931
31.769961,40,55.629163
28.828221,40,74.629547
24.191974,31,89.145992
30.164083,40,108.038577
7.380363,9,112.264197
27.170807,40,131.228577
3.62742,5,133.615599
32.600158,40,152.475733
5.59506,8,156.190271
7.995272,11,161.35629
27.339003,32,176.565945
28.991012,40,195.493594
3.066667,4,197.429048
29.038462,40,216.135938
28.929637,40,234.917264
30.219053,40,253.805266
29.402084,40,272.482497
7.105075,8,276.169677
11.415571,15,283.244522
29.466519,40,301.971442
31.168886,40,320.685809
33.324105,40,339.69613
8.317134,10,344.451388
12.097034,14,351.021379
1.19119,2,351.929738
2.758498,4,353.822463
15.902883,18,362.30685
5.995131,7,365.587857
3.936209,5,367.968637
32.353519,40,386.696082
30.911703,40,405.387942
13.042055,16,412.873794
30.480754,36,429.735855
15.853815,19,438.691895
2.488555,4,440.625698
3.038166,4,442.504962
4.592053,6,445.352518
30.336685,40,464.035391
6.419889,8,467.833677
28.440095,40,486.827261
15.158191,18,495.222006
30.302345,40,514.177476
29.455239,40,533.10041
27.016838,31,547.555496
6.121753,8,551.245267
2.560764,4,553.171251
9.587091,11,558.403688
15.499156,20,567.779962
8.061199,11,572.948044
30.265656,39,591.296757
15.370302,17,599.378323
24.364734,26,611.486588
31.950077,40,630.299342
30.716262,40,649.027151
11.015482,14,655.660578
8.532694,10,660.534628
28.381608,40,679.383854
12.071967,16,686.873495
27.713984,40,705.5563
10.333333,11,710.647631
29.611802,40,729.534881
7.623826,9,733.736529
27.555556,40,752.561937
9.505364,12,758.25759
17.051078,19,767.415586
13.172385,15,774.565016
2.898852,4,776.431244
12.468501,16,784.044997
28.427167,40,802.729964
29.348694,40,821.440917
29.086551,40,840.35283
13.682107,17,848.165586
7.704056,9,852.379772
1.244444,2,853.329834
26.867819,40,872.325774
5.173381,7,875.615834
3.585943,5,877.975258
28.344264,40,896.70208
17.667682,23,907.470246
19.624658,25,919.131199
6.480575,8,922.970299
14.622451,19,931.973004
9.59368,11,937.110838
34.659885,40,955.982576
24.645492,31,977.038444
29.686649,40,995.693425
1.790012,3,997.109421
24.290636,34,1013.117678
8.044859,11,1018.272197
2.672817,4,1020.157198
27.938545,40,1038.836319
27.102294,40,1057.622199
28.899777,40,1076.375231
28.156625,40,1094.971971
30.311014,38,1112.658325
27.785765,40,1131.47438
29.484114,40,1150.304912
19.160183,24,1161.737535
30.403756,40,1180.631084
29.914984,40,1199.519819
10.003328,12,1205.302392
30.96287,40,1224.165301
30.656197,40,1242.981404
5.319342,7,1246.326735
30.066081,40,1265.194144
30.613547,40,1284.098117
