#{"t_start": 1767579537.9439402, "env_id": "highway-v0"}
r,l,t
8.157302,10,5.951369
6.7808,8,9.78696
5.92807,7,13.105015
30.450757,40,32.036561
30.434847,40,50.81363
33.852361,40,69.878423
8.852931,10,74.64923
28.157284,40,93.380102
26.759696,40,112.267045
6.508024,8,116.046484
31.618877,40,135.056645
31.6623,39,153.395117
5.919398,7,156.662001
17.670619,21,166.577084
3.827181,5,168.924452
4.605149,6,171.833366
32.652975,40,190.774778
20.188082,27,203.477146
35.709861,40,222.225183
25.965839,30,236.357803
29.619223,40,255.210317
6.437312,8,258.976213
6.374897,8,262.710841
30.040324,40,281.370795
2.8445,4,283.264318
4.426843,6,286.080633
1.262264,2,287.025098
26.755069,40,305.752883
27.878655,40,324.510684
10.255265,12,330.21802
24.259332,33,345.895173
7.974259,11,351.017205
27.914691,40,369.868261
1.992229,3,371.301548
5.489735,8,374.975534
9.213652,13,381.053875
4.077885,5,383.414317
7.298738,9,387.651701
31.42049,40,406.327426
10.606721,14,412.870743
26.961412,40,431.634079
7.703731,9,435.92399
3.631529,5,438.231541
11.860406,13,444.383517
29.869168,40,463.09385
1.228299,2,464.066339
7.416033,9,468.29712
12.331481,14,474.909368
28.674467,40,493.842008
24.455315,30,508.035132
17.152512,21,517.955636
29.513137,40,536.740123
9.230515,12,542.354817
10.542316,12,548.037385
30.56244,40,566.816005
16.233755,19,575.795176
32.330828,40,594.585611
17.303297,24,605.918272
19.238314,40,624.611678
4.333646,6,627.435701
5.752513,7,630.780855
9.760193,12,636.353017
9.909137,12,641.98272
26.104318,33,657.582945
28.627658,40,676.509081
18.263488,23,687.381471
0.981624,2,688.308212
12.200407,14,694.862062
4.33472,6,697.659374
12.407127,16,705.083183
29.935555,40,723.960083
36.53058,40,742.67047
27.706727,40,761.604543
8.141056,10,766.441844
24.504193,32,781.585797
30.373407,39,799.928004
29.716643,40,818.609443
31.035541,40,837.468
5.704853,7,840.818427
8.381632,10,845.430317
7.918964,11,850.533583
30.158728,40,869.509432
2.0,3,870.900977
28.444444,40,889.648052
14.231477,18,898.155283
5.005806,7,901.404648
26.823108,40,920.1076
17.001845,22,930.568929
29.465598,40,949.364664
17.89624,20,958.857858
4.085225,5,961.20456
3.955556,5,963.573717
31.547973,40,988.666883
29.747141,40,1007.489694
18.838988,25,1019.220563
31.088154,40,1037.900941
8.618221,10,1042.573905
27.484259,40,1061.36206
32.620006,40,1080.119578
32.656498,40,1098.652311
29.376167,40,1117.354203
31.799875,40,1136.242587
31.310891,40,1155.063994
3.725968,5,1157.438113
5.985483,7,1160.740375
30.487557,40,1179.66546
26.935664,40,1198.548149
10.507983,12,1204.342058
11.78932,15,1211.451433
27.651895,40,1230.296074
32.210964,38,1248.275008
33.451966,40,1267.19014
17.497376,21,1277.083916
31.06203,40,1295.910116
27.842093,40,1314.765128
1.87111,3,1316.190691
31.148731,40,1334.981652
4.776491,6,1337.831518
1.773678,3,1339.224053
13.662015,16,1346.724669
2.828775,4,1348.597931
4.222222,5,1350.973635
29.64656,40,1369.777536
29.094792,40,1388.64109
28.670017,40,1407.424775
29.936072,40,1426.3774
29.711683,40,1445.251369
29.99225,40,1464.01884
29.912153,40,1482.727196
7.294096,10,1487.423495
6.525595,8,1491.190669
6.168237,8,1494.931597
28.361259,40,1513.733555
29.551404,40,1532.449492
31.043854,40,1551.186987
7.115562,9,1555.393553
5.269319,6,1558.222899
8.273112,11,1563.387833
29.171324,40,1582.161503
26.257847,34,1597.96911
2.266667,3,1599.412039
28.230044,40,1618.132513
0.935275,2,1619.095753
31.740451,40,1637.936707
3.796782,5,1640.276193
31.512451,40,1659.186996
4.682276,6,1662.042034
29.710321,40,1680.856149
1.16739,2,1681.836657
31.763396,40,1700.795439
27.506628,40,1719.605663
4.902987,7,1722.869043
33.069325,40,1741.783813
28.246969,40,1760.523593
27.299003,36,1777.404022
31.326091,40,1796.067289
4.245123,5,1798.42345
28.695377,40,1817.221883
22.044444,40,1836.07659
29.593307,40,1854.844543
28.551558,40,1873.6234
28.232237,40,1892.450322
32.77084,40,1911.160704
28.426375,40,1930.061424
30.15078,40,1955.344949
30.544345,40,1974.133206
26.84804,40,1993.279958
30.494039,40,2012.126413
31.415924,40,2030.921092
28.152072,40,2049.77365
32.536669,40,2068.573334
29.604167,40,2087.414253
30.638753,40,2106.174609
29.727334,40,2125.068139
31.521305,40,2143.904992
27.616093,40,2162.604565
27.079152,40,2181.370614
29.441505,40,2200.136636
12.972249,17,2208.084209
28.701659,40,2226.928542
31.649682,40,2245.90697
30.92413,40,2264.713047
8.476796,11,2269.906759
31.067562,40,2288.811256
7.041487,10,2293.54634
30.009439,40,2312.16371
27.8111,40,2331.002479
33.41838,40,2349.964104
29.036294,40,2368.729056
12.297207,14,2375.274446
28.656417,40,2394.066713
26.772896,40,2412.816532
29.00434,40,2431.476973
1.91489,3,2432.898616
29.913614,40,2451.71979
30.119402,40,2470.573008
29.213828,40,2489.306398
30.099872,40,2508.086456
31.016693,37,2525.492739
28.350125,40,2544.267831
29.832724,40,2563.055136
30.734748,40,2581.962741
30.391802,40,2600.838215
29.6452,40,2619.547022
28.630489,40,2638.38237
32.955055,40,2657.175529
30.741357,40,2676.023024
13.868522,17,2683.987183
28.640481,40,2702.894344
29.89436,40,2721.853501
27.580494,40,2740.550405
19.105695,26,2752.737695
32.926076,40,2771.450229
31.422292,40,2790.292884
32.113486,40,2809.09068
3.620106,5,2811.424141
29.118928,40,2830.498629
28.551056,40,2849.202539
31.002699,40,2867.933609
30.512857,40,2886.728209
28.979512,40,2912.082259
28.147843,40,2930.999009
29.64183,40,2949.902835
30.256988,40,2968.691826
28.328945,40,2987.5751
30.683891,40,3006.36364
31.159668,40,3025.003886
29.22156,40,3043.926127
29.661832,40,3062.809853
27.097307,40,3081.691939
31.72499,40,3100.403183
27.601258,40,3119.208184
29.615608,40,3137.926189
30.765012,40,3156.855409
31.336381,40,3175.710607
28.870058,40,3194.736665
33.124504,40,3213.545271
30.577195,40,3232.532641
11.301463,14,3239.057778
30.455943,40,3257.832932
28.155763,40,3276.573671
29.507556,40,3295.230449
27.616701,40,3314.069202
31.402043,40,3332.903511
28.218738,40,3351.798974
29.504614,40,3370.642612
30.661007,40,3389.396225
31.603299,40,3408.272884
20.174466,28,3421.519171
30.569083,40,3440.300121
31.603788,40,3459.35598
32.45695,40,3478.150192
30.043852,40,3496.905891
28.693339,40,3515.638567
30.624194,40,3534.448396
32.096562,40,3553.439457
27.902565,40,3572.36706
31.552808,40,3591.049143
30.33785,40,3609.901241
32.158749,40,3628.684126
4.766295,6,3631.549435
32.368956,40,3650.360667
31.177101,40,3669.477729
29.79916,40,3688.280485
8.066667,9,3692.503483
30.31409,40,3711.273359
6.918532,10,3715.960624
29.10539,40,3734.780642
31.730246,40,3753.863278
29.375486,40,3772.75597
31.103906,40,3791.637932
28.23697,40,3810.378407
30.275365,40,3829.190616
28.967586,40,3848.021745
31.886612,40,3866.875008
29.65131,40,3892.311415
3.736084,5,3894.713216
29.186663,40,3913.625352
28.002411,40,3932.437401
30.344203,40,3951.243958
32.39369,40,3970.140962
7.683958,11,3975.269757
29.73028,40,3994.04072
30.070312,40,4012.777969
31.898046,40,4031.521915
30.380608,40,4050.255254
29.07535,40,4069.059399
31.024162,40,4087.803828
31.076598,40,4106.586081
29.545724,40,4125.193511
30.054,40,4144.048227
28.023255,40,4162.793997
2.444145,4,4164.675235
30.741892,40,4183.610464
30.589796,40,4202.572106
30.931338,40,4221.369977
30.38304,40,4240.04726
30.148717,40,4258.94264
30.552941,40,4277.798383
6.489853,9,4282.05271
31.768974,40,4300.683059
31.273862,40,4319.486832
29.720739,40,4338.243807
29.304382,40,4357.011372
30.259983,40,4375.737043
32.282512,40,4394.53301
31.392954,40,4413.22856
31.138327,40,4432.015113
29.064871,40,4450.866698
30.309276,40,4469.69143
31.707718,40,4488.410968
32.229481,40,4507.19366
31.039929,40,4526.048641
28.93002,40,4544.762282
31.169563,40,4563.505256
31.049929,40,4582.249144
32.698198,40,4601.059292
27.744802,40,4619.963442
32.064303,40,4638.564758
28.85291,40,4657.231238
30.498697,40,4676.049786
29.652955,40,4694.874391
30.789766,40,4713.703724
30.685154,40,4732.389523
28.444455,40,4751.306127
30.120867,40,4770.128855
28.574118,40,4789.020036
32.054385,40,4807.949862
28.053854,40,4826.665625
29.627338,40,4852.2004
31.498704,40,4871.015831
30.630361,40,4889.760815
28.117081,40,4908.489429
29.098799,40,4927.510959
30.831622,40,4946.394479
31.186835,40,4965.066751
31.688085,40,4984.050628
32.112144,40,5002.949409
31.635317,40,5021.775505
30.766593,40,5040.662471
29.079986,40,5059.499842
29.761033,40,5078.305942
28.588529,40,5096.883529
29.318595,40,5115.706088
30.215228,40,5134.3807
30.408872,40,5153.647625
28.459674,40,5172.909124
29.952438,40,5191.86342
30.542879,40,5210.711215
31.081357,40,5229.580191
30.329461,40,5248.430235
29.015757,40,5267.211264
31.508876,40,5286.011928
31.318461,40,5304.794054
29.721906,40,5323.614829
30.114943,40,5342.371385
30.125448,40,5361.219772
30.058975,40,5380.039432
29.777839,40,5398.706254
29.259485,40,5417.507101
28.560056,40,5436.188056
31.02927,40,5454.845897
31.162174,40,5473.756596
31.416662,40,5492.427434
30.93939,40,5510.980797
27.679716,40,5529.663352
29.78305,40,5548.393203
30.408278,40,5567.150276
32.107652,40,5586.018776
28.795087,40,5604.86942
1.897723,3,5606.307925
31.505817,40,5625.20385
30.133381,40,5644.097675
28.902468,40,5663.05198
30.864699,40,5682.060361
29.587906,40,5701.014528
29.409338,40,5719.889791
31.379892,40,5738.696229
30.921866,40,5757.543247
28.174885,40,5776.403545
28.389475,40,5795.056625
31.011129,40,5813.869515
30.843734,40,5839.353635
32.381232,40,5858.095588
30.673264,40,5876.831598
33.353041,40,5895.685724
30.425156,40,5914.426458
29.822472,40,5933.357712
30.501664,40,5952.278156
31.679125,40,5970.938416
28.796159,40,5989.685492
30.25816,40,6008.526955
30.394727,40,6027.31356
2.793741,4,6029.210766
29.719009,40,6047.962924
28.898118,40,6066.680889
30.263835,40,6085.533113
30.612697,40,6104.247627
29.289468,40,6123.074213
28.317084,40,6141.904655
30.461346,40,6160.707453
29.254308,40,6179.561637
4.961964,7,6182.831578
29.851024,40,6201.53852
28.236258,40,6220.358837
28.766177,40,6239.146986
28.355224,40,6257.931267
32.199633,40,6276.726794
28.557004,40,6295.51114
29.116917,40,6314.343376
30.117645,40,6333.134219
29.012319,40,6351.918921
21.465146,28,6365.118474
29.163083,40,6383.902369
1.841786,3,6385.327026
17.324536,23,6396.24395
30.562751,40,6415.114868
30.84224,40,6434.098387
32.839677,40,6452.921813
33.475442,40,6471.81085
28.280995,40,6490.575544
29.439647,40,6509.360507
33.006228,40,6528.113661
29.406238,40,6546.858156
1.8,3,6548.291864
27.732858,40,6566.948258
27.60758,40,6585.882027
31.87873,40,6604.671933
31.092536,40,6623.502653
31.333133,40,6642.233269
31.419635,40,6661.121635
28.336439,40,6679.888809
30.241703,40,6698.735578
30.826984,40,6717.580527
31.384724,40,6736.614633
29.269635,40,6755.512522
31.683051,40,6774.206092
