#{"t_start": 1768015355.0205154, "env_id": "highway-v0"}
r,l,t
23.270451,26,12.038227
31.535141,40,30.251505
16.09809,20,39.388944
29.356636,40,57.67485
4.399139,6,60.406599
10.878626,13,66.292857
29.107593,40,84.606736
5.486794,7,87.837562
27.630985,40,106.194596
32.362597,40,124.588674
5.321272,7,127.819444
7.66619,9,131.906448
30.571944,40,150.223671
29.997745,40,168.553092
33.455536,40,186.832595
15.950953,19,195.684667
31.716355,40,213.94577
5.364498,7,217.197608
27.029367,40,235.467047
3.754649,5,237.752337
4.51303,6,240.525508
30.896101,40,258.805527
9.822222,11,263.900144
5.044871,6,266.647436
27.089463,34,282.197527
31.709234,40,300.537376
12.857843,17,308.273195
10.813234,12,313.702197
34.381062,40,331.902712
2.040071,3,333.296523
31.480576,40,351.607405
5.61329,7,354.763203
6.75798,8,358.462351
4.443775,6,361.198337
7.697808,9,365.361025
20.677551,25,376.754482
7.02504,8,380.505623
10.788979,13,386.387108
29.422372,40,404.677955
5.039256,6,407.452328
22.383166,24,418.40978
15.749188,21,427.996875
30.085056,40,446.305552
33.818463,40,464.618737
15.859692,21,474.245906
13.84394,18,482.559294
11.861249,16,489.935465
9.749127,11,495.005049
5.726318,7,498.218817
28.307929,40,516.435654
2.83434,4,518.266353
3.881414,5,520.526635
10.073647,12,526.057342
2.37009,4,527.88514
23.466667,40,546.208256
28.4538,40,564.562691
29.83026,40,582.983625
9.111111,10,587.567043
2.664133,4,589.443653
32.598168,40,607.817092
2.417379,4,609.654902
28.53601,40,628.095117
27.890191,40,646.365212
31.882312,40,664.705908
6.634843,8,668.407356
10.606833,12,673.88928
22.307323,31,688.097517
7.47206,10,692.725339
30.245129,40,710.881413
10.203845,12,716.391599
29.13136,36,732.776823
30.37529,40,750.982692
31.426967,40,769.38129
28.852746,37,786.296367
3.066667,4,788.139181
5.054955,6,790.864853
26.754779,40,809.183944
27.917297,40,827.508612
30.007885,40,845.817196
3.93945,5,848.107288
13.9331,18,856.327828
9.504029,11,861.465415
9.712636,11,866.520209
29.90157,40,884.75631
2.849997,4,886.579844
29.562734,40,904.850627
3.805593,5,907.1982
1.976908,3,908.586362
17.569481,22,918.66042
11.777778,13,924.672117
19.911111,40,947.097831
30.528672,40,965.447171
31.305231,40,983.749439
30.414153,40,1002.149338
28.643706,40,1020.479687
29.712944,40,1038.762388
3.881932,5,1041.042622
4.080286,6,1043.786434
29.11055,36,1060.275686
15.346863,19,1069.027589
25.373676,40,1087.422802
22.301862,40,1105.729231
30.363939,40,1124.071351
32.387203,40,1142.339269
26.668889,40,1160.664513
28.132104,40,1178.951464
7.767333,11,1183.979555
9.131835,11,1189.056893
3.997063,5,1191.32374
27.002491,40,1209.794762
29.7534,40,1228.089901
5.448663,7,1231.28419
4.510537,6,1234.024456
30.102634,40,1252.456359
1.786809,3,1253.80604
7.111828,9,1257.893555
10.30685,12,1263.343714
31.916675,40,1281.821607
27.802889,40,1300.204364
29.606383,40,1318.453371
28.223112,40,1336.845408
26.953544,40,1355.225279
29.404695,40,1373.546594
1.11455,2,1374.470779
29.898159,40,1392.706267
28.025183,40,1411.152703
30.951462,40,1429.575081
28.185663,40,1448.052853
8.70689,11,1453.081559
7.275544,9,1457.268194
33.434818,40,1475.62795
30.602398,38,1493.133154
2.474166,4,1494.948802
2.591844,4,1496.76776
11.281187,14,1503.204661
6.861841,8,1506.910703
28.135591,40,1525.363409
2.793995,4,1527.203073
29.633997,40,1545.593659
28.948843,40,1563.883869
12.361097,15,1570.756876
31.263669,40,1589.107283
27.599898,40,1607.3654
29.026561,40,1625.548535
30.552667,40,1643.823951
2.808069,4,1645.636353
6.68446,8,1649.245682
30.916613,40,1667.582001
30.608056,40,1685.845062
28.010449,40,1704.269268
29.371629,40,1722.830437
30.24144,40,1741.147984
29.443788,40,1759.302781
30.998021,40,1777.51336
29.542374,40,1795.814945
27.883518,40,1814.077913
27.638286,40,1832.22766
29.333588,40,1850.351197
32.291247,40,1868.6763
27.315091,40,1891.09585
5.254855,7,1894.291623
29.352035,40,1912.563576
1.930144,3,1913.948679
29.45326,40,1932.173433
27.262571,40,1950.439713
27.821035,40,1968.86747
27.555556,40,1987.203574
29.890647,40,2005.5832
28.399713,40,2023.944787
8.396618,10,2028.536712
2.378818,4,2030.387811
30.581692,40,2048.813062
30.108523,40,2067.151817
30.023739,40,2085.44514
28.505549,40,2103.89008
29.348009,40,2122.048154
27.331236,40,2140.18801
32.082149,40,2158.592022
30.525501,40,2176.956248
27.5673,40,2195.313585
6.823314,8,2199.008529
26.751282,40,2217.281327
29.941637,40,2235.565192
31.362557,40,2253.818206
17.933065,22,2263.877491
29.670564,40,2282.238778
28.568116,40,2300.492031
33.448828,40,2318.808713
33.383397,40,2337.149928
30.463489,40,2355.46237
29.960646,40,2373.955251
29.795023,40,2392.200479
15.808919,21,2401.742588
30.548557,40,2419.888624
30.313387,40,2438.204837
27.923569,40,2456.366043
2.54884,4,2458.212378
31.40292,40,2476.534126
5.691376,8,2480.192949
27.615011,40,2498.533325
28.877521,40,2516.757679
29.833715,40,2535.010334
28.244939,40,2553.24136
27.767253,40,2571.523698
30.875173,40,2589.746807
10.193892,12,2595.259797
9.403833,12,2600.819175
30.003228,40,2619.094035
27.931175,40,2637.371945
5.160426,7,2640.593893
28.531398,40,2658.902817
30.384125,40,2677.206019
27.01551,40,2695.403475
31.138174,40,2713.566602
28.650948,40,2731.85977
29.564019,40,2750.145208
27.401461,40,2768.518973
28.98405,40,2786.813217
30.079313,40,2805.098662
9.476025,11,2810.16358
29.118089,40,2832.534459
30.497657,40,2850.897092
28.902994,40,2869.163461
32.102239,40,2887.563969
0.977778,2,2888.485211
29.771831,40,2906.859621
29.781063,40,2925.208123
30.558422,40,2943.62656
30.20167,40,2961.982975
5.017606,7,2965.162623
29.453875,40,2983.448163
30.219594,40,3001.751132
26.79993,40,3020.159681
28.650947,40,3038.565716
29.354846,40,3056.812896
29.384588,40,3075.195266
30.493796,40,3093.52938
30.485356,40,3111.892398
29.402513,40,3130.157821
28.173574,40,3148.517508
28.077607,40,3166.834296
28.227101,40,3185.20944
30.97492,40,3203.340603
31.051587,40,3221.560817
29.78223,40,3239.986409
31.432983,40,3258.272647
32.327806,40,3276.65231
30.853607,40,3294.9437
30.551241,40,3313.284142
27.555556,40,3331.591992
26.668807,40,3349.951801
28.547637,40,3368.392434
28.568794,40,3386.808528
31.425683,40,3405.020456
26.666667,40,3423.38957
23.930977,32,3438.051414
31.614149,40,3456.361166
29.461677,40,3474.762125
31.485674,40,3493.137381
28.105418,40,3511.498124
30.597427,40,3529.888644
29.796249,40,3548.076993
28.80288,40,3566.430866
29.886054,40,3584.754483
30.587169,40,3603.016401
31.287079,40,3621.299018
29.201529,40,3639.592303
29.211588,40,3657.773506
29.419093,40,3676.075268
26.910775,40,3694.445318
27.711195,40,3712.83072
29.028842,40,3731.058008
28.179528,40,3749.356042
29.790796,40,3771.834275
6.392669,10,3776.427254
30.177294,40,3794.928413
28.763746,40,3813.339843
31.067367,40,3831.713565
30.84275,40,3850.031117
31.734157,40,3868.452633
30.374683,40,3886.704681
29.515466,40,3905.027557
27.997424,40,3923.396161
29.881534,40,3941.609197
32.469548,40,3959.977648
31.063163,40,3978.359744
29.837909,40,3996.63853
31.595977,40,4014.939334
29.856467,40,4033.339648
29.262257,40,4051.709168
30.913504,40,4069.825181
29.748746,40,4088.17808
31.569365,40,4106.462219
27.943111,40,4124.728643
31.113592,40,4143.252301
28.588561,40,4161.708488
30.035057,40,4180.030655
3.331644,5,4182.30377
31.291671,40,4200.496935
30.081213,40,4218.78804
31.417578,40,4237.226644
29.232204,40,4255.638381
29.466248,40,4273.919739
29.442874,40,4292.25229
29.842872,40,4310.575323
31.525674,40,4328.914941
29.072942,40,4347.491091
29.657097,40,4365.686038
