#{"t_start": 1768081908.1878595, "env_id": "highway-v0"}
r,l,t
31.424408,40,20.542466
12.985972,15,27.754979
16.176602,20,37.263916
31.769961,40,56.317888
28.828221,40,75.304255
24.191974,31,89.957386
30.164083,40,108.874007
7.380363,9,113.139606
27.170807,40,132.20518
3.62742,5,134.577446
32.600158,40,153.790074
5.59506,8,157.592278
7.995272,11,162.894838
27.339003,32,178.319751
28.991012,40,197.274454
3.066667,4,199.240594
29.038462,40,218.338474
28.929637,40,237.227858
30.219053,40,256.330216
29.402084,40,275.413167
7.105075,8,279.21456
11.415571,15,286.374175
29.466519,40,305.420422
31.168886,40,324.468412
33.324105,40,343.81274
8.317134,10,348.622844
12.097034,14,355.242923
1.19119,2,356.265709
2.758498,4,358.192561
15.902883,18,366.760619
5.995131,7,370.10201
3.936209,5,372.560441
32.353519,40,391.524465
30.911703,40,410.478286
13.042055,16,418.123773
30.480754,36,435.189457
15.853815,19,444.244572
2.488555,4,446.153787
3.038166,4,448.080385
4.592053,6,450.957958
30.336685,40,469.912161
6.419889,8,473.731248
28.440095,40,492.701208
15.158191,18,501.230633
30.302345,40,520.1615
29.455239,40,539.226445
27.016838,31,554.024327
6.121753,8,557.824572
2.560764,4,559.746251
9.587091,11,565.039246
15.499156,20,574.594229
8.061199,11,579.807828
30.265656,39,598.252908
15.370302,17,606.426883
24.364734,26,618.831556
31.950077,40,637.701479
30.716262,40,656.669276
11.015482,14,663.31102
8.532694,10,668.049972
28.381608,40,687.219468
12.071967,16,694.827003
27.713984,40,713.939183
10.333333,11,719.165839
29.611802,40,738.25243
7.623826,9,742.50416
27.555556,40,761.640329
9.505364,12,767.415407
17.051078,19,776.598388
13.172385,15,783.788317
2.898852,4,785.71772
12.468501,16,793.259655
28.427167,40,812.30697
29.348694,40,831.430131
29.086551,40,850.416693
13.682107,17,858.458829
7.704056,9,862.654387
1.244444,2,863.606906
26.867819,40,882.64747
5.173381,7,885.922833
3.585943,5,888.311313
28.344264,40,907.377825
17.667682,23,918.426279
19.624658,25,930.387797
6.480575,8,934.1587
14.622451,19,943.292931
9.59368,11,948.532108
34.659885,40,967.684192
24.645492,31,989.266481
29.686649,40,1008.60061
1.790012,3,1010.004931
